                    c             cloctime              csunzen             radiance                   tb
          8.000000000         15.589440346         53.855461121          2.713000059        322.782012939
          8.000000000         15.588609695         53.843521118          2.720400095        323.403015137
          8.000000000         15.587779999         53.829849243          2.713399887        322.812988281
          8.000000000         15.593890190         53.919979095          2.697799921        321.506988525
          8.000000000         15.593059540         53.906940460          2.712699890        322.752990723
          8.000000000         15.592220306         53.893959045          2.717499971        323.156005859
          8.000000000         15.591389656         53.881290436          2.704799891        322.096984863
          8.000000000         15.590559959         53.868560791          2.719700098        323.345001221
          8.000000000         15.589440346         53.855331421          2.732199907        324.393005371
          8.000000000         15.588609695         53.843379974          2.717099905        323.123992920
          8.000000000         15.593890190         53.919830322          2.728800058        324.105987549
          8.000000000         15.593059540         53.906791687          2.712699890        322.753997803
          8.000000000         15.592220306         53.893810272          2.710599899        322.582000732
          8.000000000         15.591389656         53.881149292          2.708199978        322.381011963
          8.000000000         15.590559959         53.868408203          2.729500055        324.165985107
          8.000000000         15.589440346         53.855178833          2.725800037        323.855987549
          8.000000000         15.588609695         53.843238831          2.713700056        322.843994141
          8.000000000         15.593890190         53.919681549          2.728800058        324.105987549
          8.000000000         15.593059540         53.906639099          2.726799965        323.937988281
          8.000000000         15.592220306         53.893650055          2.717499971        323.157012939
          8.000000000         15.591389656         53.881000519          2.711600065        322.665008545
          8.000000000         15.590559959         53.868259430          2.719700098        323.346008301
          8.000000000         15.589440346         53.855030060          2.700200081        321.709014893
          8.000000000         15.588609695         53.843090057          2.723799944        323.684997559
          8.000000000         15.593890190         53.919528961          2.721899986        323.528991699
          8.000000000         15.593059540         53.906490326          2.730299950        324.234008789
          8.000000000         15.592220306         53.893508911          2.710599899        322.583007812
          8.000000000         15.591389656         53.880851746          2.718400002        323.231994629
          8.000000000         15.590279579         53.868110657          2.709899902        322.524993896
          8.000000000         15.589440346         53.854888916          2.719399929        323.321014404
          8.000000000         15.588609695         53.842948914          2.720400095        323.404998779
          9.000000000         15.593890190         53.920959473          0.594699979        309.445007324
          9.000000000         15.593059540         53.907611847          0.605199993        313.934997559
          9.000000000         15.591939926         53.894390106          0.600000024        311.731994629
          9.000000000         15.591110229         53.881420135          0.591899991        308.286010742
          9.000000000         15.590279579         53.868450165          0.595600009        309.863006592
          9.000000000         15.589440346         53.854778290          0.587800026        306.520996094
          9.000000000         15.588609695         53.842460632          0.603699982        313.312011719
          9.000000000         15.593890190         53.920810699          0.585900009        305.720001221
          9.000000000         15.593059540         53.907459259          0.602900028        312.968994141
          9.000000000         15.591939926         53.894241333          0.593400002        308.888000488
          9.000000000         15.591110229         53.881278992          0.585600019        305.593994141
          9.000000000         15.590279579         53.868301392          0.595600009        309.864013672
          9.000000000         15.589440346         53.854629517          0.594299972        309.300994873
          9.000000000         15.588609695         53.842319489          0.597100019        310.493011475
          9.000000000         15.593890190         53.920650482          0.614300013        317.821990967
          9.000000000         15.593059540         53.907310486          0.600700021        312.002990723
          9.000000000         15.591939926         53.894088745          0.604499996        313.628997803
          9.000000000         15.591110229         53.881130219          0.593999982        309.184997559
          9.000000000         15.590279579         53.868160248          0.597899973        310.842010498
          9.000000000         15.589440346         53.854488373          0.596499979        310.227996826
          9.000000000         15.588609695         53.842170715          0.601499975        312.373992920
          9.000000000         15.593890190         53.920509338          0.592499971        308.515991211
          9.000000000         15.593059540         53.907161713          0.596099973        310.069000244
          9.000000000         15.591939926         53.893939972          0.593400002        308.890014648
          9.000000000         15.591110229         53.880981445          0.600399971        311.876007080
          9.000000000         15.590279579         53.868011475          0.604799986        313.773986816
          9.000000000         15.589440346         53.854339600          0.589999974        307.450012207
          9.000000000         15.588609695         53.842029572          0.603699982        313.315002441
          9.000000000         15.593890190         53.920349121          0.601199985        312.240997314
          9.000000000         15.593059540         53.907009125          0.598399997        311.036987305
          9.000000000         15.591939926         53.893798828          0.600000024        311.734985352
          9.000000000         15.591110229         53.880828857          0.591899991        308.289001465
          9.000000000         15.590279579         53.867858887          0.593400002        308.890014648
          9.000000000         15.589440346         53.854190826          0.592199981        308.377990723
          9.000000000         15.588609695         53.841880798          0.597100019        310.496002197
          9.000000000         15.593890190         53.920200348          0.596899986        310.380004883
          9.000000000         15.593059540         53.906860352          0.596099973        310.071014404
          9.000000000         15.591939926         53.893638611          0.600000024        311.735992432
          9.000000000         15.591110229         53.880680084          0.587700009        306.496002197
          9.000000000         15.590279579         53.867710114          0.600199997        311.821990967
          9.000000000         15.589440346         53.854038239          0.596499979        310.230987549
          9.000000000         15.588609695         53.841728210          0.597100019        310.497009277
          9.000000000         15.593890190         53.920051575          0.592499971        308.518005371
          9.000000000         15.593059540         53.906700134          0.605199993        313.940002441
          9.000000000         15.591939926         53.893489838          0.593400002        308.891998291
          9.000000000         15.591110229         53.880531311          0.596199989        310.084991455
          9.000000000         15.590279579         53.867561340          0.609399974        315.729003906
          9.000000000         15.589440346         53.853900909          0.598699987        311.157989502
          9.000000000         15.588609695         53.841579437          0.590499997        307.675994873
          9.000000000         15.593890190         53.919898987          0.607800007        315.035003662
          9.000000000         15.593059540         53.906558990          0.598399997        311.039001465
          9.000000000         15.591939926         53.893341064          0.584500015        305.097991943
          9.000000000         15.591110229         53.880378723          0.608799994        315.464996338
          9.000000000         15.590279579         53.867408752          0.602500021        312.800994873
          9.000000000         15.589440346         53.853748322          0.592199981        308.381011963
          9.000000000         15.588609695         53.841438293          0.594900012        309.558013916
          9.000000000         15.593890190         53.919738770          0.596899986        310.381988525
          9.000000000         15.593059540         53.906398773          0.609799981        315.873992920
          9.000000000         15.591939926         53.893188477          0.591099977        307.945007324
          9.000000000         15.591110229         53.880229950          0.583500028        304.703002930
          9.000000000         15.590279579         53.867259979          0.584200025        304.983001709
          9.000000000         15.589440346         53.853599548          0.585600019        305.601989746
          9.000000000         15.588609695         53.841289520          0.594900012        309.558990479
          9.000000000         15.593890190         53.919601440          0.603399992        313.174987793
          9.000000000         15.593059540         53.906261444          0.609799981        315.875000000
          9.000000000         15.591939926         53.893051147          0.600000024        311.739013672
          9.000000000         15.591110229         53.880088806          0.585600019        305.601989746
          9.000000000         15.590279579         53.867118835          0.588800013        306.938995361
          9.000000000         15.589440346         53.853458405          0.583500028        304.675994873
          9.000000000         15.588609695         53.841148376          0.597100019        310.501007080
          9.000000000         15.593890190         53.919460297          0.603399992        313.175994873
          9.000000000         15.593059540         53.906120300          0.609799981        315.876007080
          9.000000000         15.591939926         53.892910004          0.600000024        311.739990234
          9.000000000         15.591110229         53.879951477          0.594099998        309.191986084
          9.000000000         15.590279579         53.866989136          0.595700026        309.872985840
          9.000000000         15.589440346         53.853321075          0.592199981        308.384002686
          9.000000000         15.588609695         53.841018677          0.608200014        315.201995850
          9.000000000         15.593890190         53.919311523          0.592499971        308.520996094
          9.000000000         15.592780113         53.905971527          0.614300013        317.808990479
          9.000000000         15.591939926         53.892768860          0.588900030        306.998992920
          9.000000000         15.591110229         53.879810333          0.585600019        305.602996826
          9.000000000         15.590279579         53.866840363          0.600199997        311.828002930
          9.000000000         15.589440346         53.853179932          0.598699987        311.162994385
          9.000000000         15.588609695         53.840869904          0.599300027        311.442993164
          9.000000000         15.593890190         53.919158936          0.588100016        306.658996582
          9.000000000         15.592780113         53.905830383          0.596099973        310.075988770
          9.000000000         15.591939926         53.892620087          0.597800016        310.794006348
          9.000000000         15.591110229         53.879661560          0.596199989        310.091003418
          9.000000000         15.590279579         53.866699219          0.607100010        314.759002686
          9.000000000         15.589440346         53.853031158          0.589999974        307.459014893
          9.000000000         15.588609695         53.840728760          0.606000006        314.264007568
          9.000000000         15.593890190         53.919010162          0.601199985        312.247009277
          9.000000000         15.592780113         53.905681610          0.598399997        311.044006348
          9.000000000         15.591939926         53.892471313          0.597800016        310.794006348
          9.000000000         15.591110229         53.879520416          0.594099998        309.194000244
          9.000000000         15.590279579         53.866550446          0.597999990        310.852996826
          9.000000000         15.589440346         53.852890015          0.592199981        308.386993408
          9.000000000         15.588609695         53.840591431          0.603799999        313.325012207
          9.000000000         15.593890190         53.918869019          0.594699979        309.454986572
          9.000000000         15.592780113         53.905540466          0.611999989        316.845001221
          9.000000000         15.591939926         53.892330170          0.608900011        315.532989502
          9.000000000         15.591110229         53.879379272          0.598299980        310.989013672
          9.000000000         15.590279579         53.866409302          0.593400002        308.898986816
          9.000000000         15.589440346         53.852760315          0.583500028        304.680999756
          9.000000000         15.588609695         53.840450287          0.601599991        312.385986328
          6.000000000         10.254719734         26.270729065         98.299400330        383.382995605
          6.000000000         10.255000114         26.265880585         98.242599487        383.298004150
          6.000000000         10.255279541         26.260610580         98.201400757        383.236999512
          6.000000000         10.255829811         26.255050659         98.012802124        382.954010010
          6.000000000         10.256110191         26.250059128         98.142097473        383.148010254
          6.000000000         10.256389618         26.244369507         97.805702209        382.643005371
          6.000000000         10.256939888         26.239229202         97.742401123        382.548004150
          6.000000000         10.257220268         26.233810425         98.097297668        383.080993652
          6.000000000         10.257499695         26.228540421         97.903701782        382.790008545
          6.000000000         10.257780075         26.223110199         97.996398926        382.928985596
          6.000000000         10.258330345         26.217409134         98.294403076        383.376007080
          6.000000000         10.258609772         26.212270737         98.094703674        383.076995850
          6.000000000         10.258890152         26.206560135         97.960098267        382.875000000
          6.000000000         10.259440422         26.201559067         97.758003235        382.571014404
          6.000000000         10.259719849         26.196559906         97.757698059        382.571014404
          6.000000000         10.260000229         26.190860748         97.689102173        382.467987061
          6.000000000         10.254719734         26.270219803         98.102996826        383.088989258
          6.000000000         10.255000114         26.265380859         98.013298035        382.954986572
          6.000000000         10.255279541         26.260099411         98.216400146        383.259002686
          6.000000000         10.255829811         26.254539490         97.921798706        382.816986084
          6.000000000         10.256110191         26.249549866         98.414001465        383.554992676
          6.000000000         10.256389618         26.243860245         97.761001587        382.575988770
          6.000000000         10.256939888         26.238729477         97.227401733        381.773986816
          6.000000000         10.257220268         26.233310699         97.879898071        382.753997803
          6.000000000         10.257499695         26.228029251         97.762901306        382.579010010
          6.000000000         10.257780075         26.222600937         97.867500305        382.735992432
          6.000000000         10.258330345         26.216899872         97.893203735        382.773986816
          6.000000000         10.258609772         26.211759567         98.456901550        383.618988037
          6.000000000         10.258890152         26.206050873         97.499801636        382.183990479
          6.000000000         10.259440422         26.201049805         97.925796509        382.822998047
          6.000000000         10.259719849         26.196060181         97.502700806        382.187988281
          6.000000000         10.260000229         26.190349579         97.827697754        382.675994873
          6.000000000         10.254719734         26.269720078         98.378097534        383.501007080
          6.000000000         10.255000114         26.264879227         97.049697876        381.506988525
          6.000000000         10.255279541         26.259599686         98.231399536        383.282012939
          6.000000000         10.255829811         26.254039764         97.830902100        382.680999756
          6.000000000         10.256110191         26.249050140         97.900596619        382.786010742
          6.000000000         10.256389618         26.243360519         98.209297180        383.247985840
          6.000000000         10.256939888         26.238220215         97.485099792        382.161987305
          6.000000000         10.257220268         26.232809067         98.039497375        382.993988037
          6.000000000         10.257499695         26.227529526         97.974296570        382.895996094
          6.000000000         10.257780075         26.222099304         97.624000549        382.369995117
          6.000000000         10.258330345         26.216400146         97.533401489        382.234008789
          6.000000000         10.258609772         26.211259842         99.557998657        385.265014648
          6.000000000         10.258890152         26.205549240         96.464302063        380.625000000
          6.000000000         10.259440422         26.200550079         97.953903198        382.865997314
          6.000000000         10.259719849         26.195550919         96.879302979        381.251007080
          6.000000000         10.260000229         26.189840317         97.827796936        382.675994873
          6.000000000         10.254719734         26.269220352         97.906600952        382.795013428
          6.000000000         10.255000114         26.264379501         96.361503601        380.470001221
          6.000000000         10.255279541         26.259099960         98.514999390        383.705993652
          6.000000000         10.255829811         26.253540039         97.815803528        382.657989502
          6.000000000         10.256110191         26.248550415         97.538200378        382.242004395
          6.000000000         10.256389618         26.242860794         98.358802795        383.471984863
          6.000000000         10.256669998         26.237720490         97.900100708        382.785003662
          6.000000000         10.257220268         26.232309341         97.720596313        382.515014648
          6.000000000         10.257499695         26.227029800         97.946197510        382.854003906
          6.000000000         10.257780075         26.221599579         97.810401917        382.649993896
          6.000000000         10.258330345         26.215890884         97.242797852        381.798004150
          6.000000000         10.258609772         26.210750580         98.659896851        383.923004150
          6.000000000         10.258890152         26.205049515         96.219802856        380.256011963
          6.000000000         10.259440422         26.200050354         97.660400391        382.424987793
          6.000000000         10.259719849         26.195049286         97.120300293        381.613006592
          6.000000000         10.260000229         26.189340591         97.744697571        382.552001953
          6.000000000         10.254719734         26.268720627         97.553001404        382.264007568
          6.000000000         10.255000114         26.263879776         96.223899841        380.263000488
          6.000000000         10.255279541         26.258600235         98.723999023        384.019012451
          6.000000000         10.255829811         26.253049850         98.058601379        383.023010254
          6.000000000         10.256110191         26.248050690         97.764801025        382.582000732
          6.000000000         10.256389618         26.242359161         98.089996338        383.070007324
          6.000000000         10.256669998         26.237230301         98.129096985        383.127990723
          6.000000000         10.257220268         26.231809616         97.329299927        381.928009033
          6.000000000         10.257499695         26.226530075         97.889999390        382.769989014
          6.000000000         10.257780075         26.221099854         97.480903625        382.156005859
          6.000000000         10.258330345         26.215400696         97.450500488        382.109985352
          6.000000000         10.258609772         26.210250854         97.558998108        382.273010254
          6.000000000         10.258890152         26.204549789         95.112297058        378.580993652
          6.000000000         10.259440422         26.199550629         96.625801086        380.868988037
          6.000000000         10.259719849         26.194549561         97.446296692        382.102996826
          6.000000000         10.260000229         26.188840866         97.329299927        381.928009033
          6.000000000         10.254719734         26.268230438         97.847702026        382.705993652
          6.000000000         10.255000114         26.263389587         97.462898254        382.128997803
          6.000000000         10.255279541         26.258110046         98.649497986        383.907989502
          6.000000000         10.255829811         26.252550125         98.104202271        383.091003418
          6.000000000         10.256110191         26.247560501         98.006599426        382.945007324
          6.000000000         10.256389618         26.241870880         98.015403748        382.958007812
          6.000000000         10.256669998         26.236730576         98.644302368        383.899993896
          6.000000000         10.257220268         26.231309891         97.227897644        381.774993896
          6.000000000         10.257499695         26.226039886         97.890098572        382.769989014
          6.000000000         10.257780075         26.220600128         97.638603210        382.391998291
          6.000000000         10.258330345         26.214899063         97.630599976        382.380004883
          6.000000000         10.258609772         26.209760666         97.486602783        382.164001465
          6.000000000         10.258890152         26.204050064         94.695297241        377.949005127
          6.000000000         10.259440422         26.199050903         96.541999817        380.742004395
          6.000000000         10.259719849         26.194049835         97.673103333        382.444000244
          6.000000000         10.260000229         26.188339233         96.789100647        381.114990234
          6.000000000         10.254719734         26.267740250         98.142501831        383.148010254
          6.000000000         10.255000114         26.262889862         97.875999451        382.748992920
          6.000000000         10.255279541         26.257619858         98.530197144        383.729003906
          6.000000000         10.255829811         26.252059937         98.210502625        383.250000000
          6.000000000         10.256110191         26.247060776         98.338897705        383.442993164
          6.000000000         10.256389618         26.241369247         98.075202942        383.048004150
          6.000000000         10.256669998         26.236230850         98.544197083        383.750000000
          6.000000000         10.257220268         26.230819702         97.967399597        382.885986328
          6.000000000         10.257499695         26.225540161         97.298599243        381.881988525
          6.000000000         10.257780075         26.220109940         97.738998413        382.542999268
          6.000000000         10.258330345         26.214399338         97.575302124        382.296997070
          6.000000000         10.258609772         26.209260941         97.776496887        382.598999023
          6.000000000         10.258890152         26.203550339         96.220100403        380.256988525
          6.000000000         10.259440422         26.198549271         96.821800232        381.164001465
          6.000000000         10.259719849         26.193559647         97.318901062        381.911987305
          6.000000000         10.260000229         26.187850952         96.927696228        381.322998047
          6.000000000         10.254719734         26.267240524         98.869499207        384.236999512
          6.000000000         10.255000114         26.262390137         97.738403320        382.541992188
          6.000000000         10.255279541         26.257120132         98.560096741        383.773986816
          6.000000000         10.255829811         26.251560211         98.225799561        383.273010254
          6.000000000         10.256110191         26.246570587         98.444702148        383.601013184
          6.000000000         10.256389618         26.240879059         98.090202332        383.070007324
          6.000000000         10.256669998         26.235740662         98.329696655        383.428985596
          6.000000000         10.257220268         26.230319977         98.692298889        383.971984863
          6.000000000         10.257499695         26.225040436         97.298698425        381.881988525
          6.000000000         10.257780075         26.219610214         97.896797180        382.779998779
          6.000000000         10.258330345         26.213909149         97.824501038        382.670989990
          6.000000000         10.258609772         26.208759308         97.906898499        382.795013428
          6.000000000         10.258890152         26.203050613         97.385299683        382.011993408
          6.000000000         10.259169579         26.198059082         97.325202942        381.920989990
          6.000000000         10.259719849         26.193059921         97.134803772        381.635009766
          6.000000000         10.260000229         26.187349319         96.844703674        381.197998047
          6.000000000         10.254719734         26.266750336         98.555198669        383.765991211
          6.000000000         10.255000114         26.261899948         97.616096497        382.358001709
          6.000000000         10.255279541         26.256629944         98.500503540        383.684997559
          6.000000000         10.255829811         26.251070023         98.362503052        383.477996826
          6.000000000         10.256110191         26.246070862         98.097503662        383.080993652
          6.000000000         10.256389618         26.240390778         98.344299316        383.450988770
          6.000000000         10.256669998         26.235240936         98.258300781        383.321990967
          6.000000000         10.257220268         26.229820251         98.257499695        383.321014404
          6.000000000         10.257499695         26.224550247         97.974800110        382.897003174
          6.000000000         10.257780075         26.219110489         98.025802612        382.973999023
          6.000000000         10.258330345         26.213409424         97.921501160        382.816986084
          6.000000000         10.258609772         26.208269119         98.109802246        383.098999023
          6.000000000         10.258890152         26.202560425         97.860000610        382.725006104
          6.000000000         10.259169579         26.197559357         98.136100769        383.139007568
          6.000000000         10.259719849         26.192560196         97.404098511        382.040008545
          6.000000000         10.260000229         26.186849594         96.235298157        380.279998779
          6.000000000         10.254719734         26.266260147         97.847900391        382.705993652
          6.000000000         10.255000114         26.261409760         98.166801453        383.184997559
          6.000000000         10.255279541         26.256139755         98.545303345        383.752014160
          6.000000000         10.255829811         26.250579834         98.438400269        383.592010498
          6.000000000         10.256110191         26.245580673         98.157997131        383.171997070
          6.000000000         10.256389618         26.239889145         98.747802734        384.054992676
          6.000000000         10.256669998         26.234750748         98.115303040        383.108001709
          6.000000000         10.257220268         26.229330063         97.924102783        382.821014404
          6.000000000         10.257499695         26.224060059         98.059402466        383.023986816
          6.000000000         10.257780075         26.218620300         97.939903259        382.845001221
          6.000000000         10.258330345         26.212919235         98.059997559        383.024993896
          6.000000000         10.258609772         26.207780838         97.805702209        382.643005371
          6.000000000         10.258890152         26.202070236         97.831398010        382.682006836
          6.000000000         10.259169579         26.197069168         98.038398743        382.992004395
          6.000000000         10.259719849         26.192070007         97.446701050        382.104003906
          6.000000000         10.260000229         26.186359406         96.664802551        380.928009033
          6.000000000         10.254719734         26.265769958         98.142700195        383.148986816
          6.000000000         10.255000114         26.260919571         98.258697510        383.321990967
          6.000000000         10.255279541         26.255649567         98.605102539        383.841003418
          6.000000000         10.255829811         26.250089645         98.195701599        383.227996826
          6.000000000         10.256110191         26.245090485         98.278900146        383.352996826
          6.000000000         10.256389618         26.239400864         98.703102112        383.988006592
          6.000000000         10.256669998         26.234260559         97.900802612        382.786010742
          6.000000000         10.257220268         26.228839874         97.996696472        382.929992676
          6.000000000         10.257499695         26.223569870         97.890502930        382.769989014
          6.000000000         10.257780075         26.218130112         97.811096191        382.651000977
          6.000000000         10.258330345         26.212429047         98.115402222        383.108001709
          6.000000000         10.258609772         26.207290649         97.718803406        382.513000488
          6.000000000         10.258890152         26.201580048         97.960899353        382.876007080
          6.000000000         10.259169579         26.196580887         97.702903748        382.489013672
          6.000000000         10.259719849         26.191579819         97.730201721        382.529998779
          6.000000000         10.260000229         26.185869217         97.094299316        381.574005127
          6.000000000         10.254719734         26.265279770         98.201599121        383.236999512
          6.000000000         10.255000114         26.260429382         98.365798950        383.483001709
          6.000000000         10.255279541         26.255159378         99.142303467        384.644012451
          6.000000000         10.255829811         26.249599457         97.452201843        382.111999512
          6.000000000         10.256110191         26.244600296         98.384696960        383.510986328
          6.000000000         10.256389618         26.238910675         98.329696655        383.428985596
          6.000000000         10.256669998         26.233770370         98.072601318        383.044006348
          6.000000000         10.257220268         26.228349686         97.924301147        382.821014404
          6.000000000         10.257499695         26.223070145         97.820198059        382.665008545
          6.000000000         10.257780075         26.217639923         97.768203735        382.587005615
          6.000000000         10.258330345         26.211940765         98.018600464        382.963012695
          6.000000000         10.258609772         26.206790924         97.921798706        382.816986084
          6.000000000         10.258890152         26.201080322         97.759597778        382.574005127
          6.000000000         10.259169579         26.196079254         97.898696899        382.782989502
          6.000000000         10.259719849         26.191089630         97.546096802        382.252990723
          6.000000000         10.260000229         26.185380936         97.260597229        381.824005127
          6.000000000         10.254719734         26.264789581         97.749801636        382.558990479
          6.000000000         10.255000114         26.259939194         98.274101257        383.345001221
          6.000000000         10.255279541         26.254669189         99.038002014        384.488006592
          6.000000000         10.255829811         26.249109268         97.953002930        382.864013672
          6.000000000         10.256110191         26.244119644         98.339500427        383.442993164
          6.000000000         10.256389618         26.238420486         98.374603271        383.496002197
          6.000000000         10.256669998         26.233280182         97.929603577        382.829010010
          6.000000000         10.257220268         26.227859497         97.866401672        382.734008789
          6.000000000         10.257499695         26.222589493         97.876602173        382.750000000
          6.000000000         10.257780075         26.217149734         98.026199341        382.973999023
          6.000000000         10.258330345         26.211450577         97.963401794        382.880004883
          6.000000000         10.258609772         26.206300735         98.124702454        383.122009277
          6.000000000         10.258890152         26.200590134         97.644599915        382.401000977
          6.000000000         10.259169579         26.195589066         97.703102112        382.489013672
          6.000000000         10.259719849         26.190599442         97.546203613        382.252990723
          6.000000000         10.260000229         26.184879303         97.773200989        382.593994141
          6.000000000         10.254719734         26.264310837         98.201698303        383.236999512
          6.000000000         10.255000114         26.259460449         98.595397949        383.826995850
          6.000000000         10.255279541         26.254180908         98.799301147        384.131988525
          6.000000000         10.255829811         26.248619080         98.074501038        383.046997070
          6.000000000         10.256110191         26.243629456         98.263999939        383.329986572
          6.000000000         10.256389618         26.237939835         98.419502258        383.562988281
          6.000000000         10.256669998         26.232799530         97.772300720        382.592987061
          6.000000000         10.257220268         26.227380753         98.040496826        382.996002197
          6.000000000         10.257499695         26.222099304         97.904899597        382.791992188
          6.000000000         10.257780075         26.216659546         98.112197876        383.102996826
          6.000000000         10.258330345         26.210960388         97.977302551        382.901000977
          6.000000000         10.258609772         26.205820084         97.690101624        382.470001221
          6.000000000         10.258890152         26.200099945         97.644699097        382.401000977
          6.000000000         10.259169579         26.195100784         97.717102051        382.510009766
          6.000000000         10.259719849         26.190109253         97.744697571        382.550994873
          6.000000000         10.260000229         26.184389114         97.925598145        382.822998047
          6.000000000         10.254719734         26.263820648         98.869796753        384.236999512
          6.000000000         10.255000114         26.258979797         98.136596680        383.140014648
          6.000000000         10.255279541         26.253700256         98.530799866        383.730010986
          6.000000000         10.255559921         26.248140335         97.877296448        382.751007080
          6.000000000         10.256110191         26.243139267         98.490699768        383.670013428
          6.000000000         10.256389618         26.237449646         98.255203247        383.316986084
          6.000000000         10.256669998         26.232309341         97.815299988        382.657989502
          6.000000000         10.257220268         26.226890564         98.287002563        383.364990234
          6.000000000         10.257499695         26.221609116         97.721900940        382.516998291
          6.000000000         10.257780075         26.216180801         97.983398438        382.910003662
          6.000000000         10.258330345         26.210470200         97.783599854        382.609985352
          6.000000000         10.258609772         26.205329895         97.516403198        382.209014893
          6.000000000         10.258890152         26.199619293         97.644798279        382.402008057
          6.000000000         10.259169579         26.194620132         97.731201172        382.531005859
          6.000000000         10.259719849         26.189619064         97.659698486        382.424011230
          6.000000000         10.260000229         26.183910370         97.731796265        382.532012939
          7.000000000         10.254719734         26.268800735         23.615800858        378.203002930
          7.000000000         10.255279541         26.263559341         23.577400208        377.855010986
          7.000000000         10.255559921         26.258340836         23.703699112        378.998992920
          7.000000000         10.255829811         26.252870560         23.781600952        379.703002930
          7.000000000         10.256389618         26.247919083         23.512300491        377.265991211
          7.000000000         10.256669998         26.242460251         23.590900421        377.977996826
          7.000000000         10.256939888         26.237009048         23.693700790        378.907989502
          7.000000000         10.257220268         26.231790543         23.690900803        378.882995605
          7.000000000         10.257780075         26.226320267         23.730300903        379.239013672
          7.000000000         10.258060455         26.220979691         23.686800003        378.845001221
          7.000000000         10.258330345         26.215620041         23.631900787        378.348999023
          7.000000000         10.258890152         26.210390091         23.656600952        378.571990967
          7.000000000         10.259169579         26.205139160         23.704399109        379.005004883
          7.000000000         10.259440422         26.199909210         23.635599136        378.381988525
          7.000000000         10.259719849         26.194690704         23.674299240        378.733001709
          7.000000000         10.254719734         26.268299103         23.567399979        377.765014648
          7.000000000         10.255279541         26.263050079         23.570199966        377.790008545
          7.000000000         10.255559921         26.257839203         23.716400146        379.114013672
          7.000000000         10.255829811         26.252370834         23.775100708        379.644012451
          7.000000000         10.256110191         26.247409821         23.499700546        377.152008057
          7.000000000         10.256669998         26.241949081         23.585100174        377.924987793
          7.000000000         10.256939888         26.236509323         23.699699402        378.962005615
          7.000000000         10.257220268         26.231290817         23.667699814        378.671997070
          7.000000000         10.257780075         26.225809097         23.757999420        379.489990234
          7.000000000         10.258060455         26.220470428         23.636600494        378.390991211
          7.000000000         10.258330345         26.215110779         23.556699753        377.667999268
          7.000000000         10.258890152         26.209880829         23.821300507        380.061004639
          7.000000000         10.259169579         26.204629898         23.562599182        377.721984863
          7.000000000         10.259440422         26.199409485         23.677099228        378.757995605
          7.000000000         10.259719849         26.194179535         23.589099884        377.962005615
          7.000000000         10.254719734         26.267789841         23.422199249        376.450012207
          7.000000000         10.255279541         26.262550354         23.577299118        377.855010986
          7.000000000         10.255559921         26.257329941         23.678300858        378.768005371
          7.000000000         10.255829811         26.251859665         23.729700089        379.234008789
          7.000000000         10.256110191         26.246900558         23.606599808        378.119995117
          7.000000000         10.256669998         26.241449356         23.602699280        378.084991455
          7.000000000         10.256939888         26.236000061         23.723600388        379.178009033
          7.000000000         10.257220268         26.230779648         23.638599396        378.408996582
          7.000000000         10.257780075         26.225309372         23.774700165        379.640014648
          7.000000000         10.258060455         26.219970703         23.580099106        377.880004883
          7.000000000         10.258330345         26.214599609         23.562999725        377.725006104
          7.000000000         10.258890152         26.209379196         23.833499908        380.171997070
          7.000000000         10.259169579         26.204120636         23.403900146        376.283996582
          7.000000000         10.259440422         26.198900223         23.672000885        378.710998535
          7.000000000         10.259719849         26.193679810         23.560699463        377.704986572
          7.000000000         10.254719734         26.267290115         23.236700058        374.768005371
          7.000000000         10.255279541         26.262050629         23.541400909        377.529998779
          7.000000000         10.255559921         26.256830215         23.716400146        379.114013672
          7.000000000         10.255829811         26.251359940         23.671300888        378.705993652
